id	lemma	pure	translit	full_definition
H6734	צִיצִת	ציצת	tsîytsith	[G:references: G2899] 1) fringe, tassel, lock exegesis:feminine of צִיץ H6731 ; explanation: a floral or wing-like projection , i.e. a forelock of hair , a tassel translation:fringe, lock.
H6735	צִיר	ציר	tsîyr	[G:references: G32,G5604] 1) envoy, messenger 2) pivot of door, hinge 3) pang, distress exegesis:from צוּר H6696 ; explanation: a hinge (as pressed in turning); also a throe (as a phys. or mental pressure); also a herald or erranddoer (as constrained by the principal) translation:ambassador, hinge, messenger, pain, pang, sorrow. Compare צִיר H6736 .
H6736	צִיר	ציר	tsîyr	1) image, idol exegesis:the same as צִיר H6735 ; explanation: a form (of beauty; as if pressed out, i.e. carved); hence, an (idolatrous) image translation:beauty, idol.
H6737	צָיַר	ציר	tsâyar	1) (BDB) (Hithpael) to supply oneself with provisions, take as one's provision 2) (CLBL) to act as envoy exegesis:a denominative from צִיר H6735 in the sense of ambassador; explanation: to make an errand , i.e. betake oneself translation:make as if...had been ambassador.
H6738	צֵל	צל	tsêl	[G:references: G803,G2540,G4639,G4721] 1) shadow, shade 1a) shadow (on dial) 1b) shadow, shade (as protection) 1c) shadow (symbolic of transitoriness of life) exegesis:from צָלַל H6751 ; explanation: shade , whether literal or figurative translation:defence, shade(-ow).
H6739	צְלָא	צלא	tsᵉlâʼ	[G:references: G4336] 1) (Pael) to pray exegesis:(Aramaic) probably corresponding to צָלַע H6760 in the sense of bowing; explanation: pray translation:pray.
H6740	צָלָה	צלה	tsâlâh	1) (Qal) to roast exegesis:a primitive root; explanation: to roast translation:roast.
H6741	צִלָּה	צלה	Tsillâh	Zillah = "shade" 1) the 2nd wife of Lamech and mother of Tubal-cain, an instructor of every craftsman in bronze and iron exegesis:feminine of צֵל H6738 ; explanation: Tsillah , an antediluvian woman translation:Zillah.
H6742	צְלוּל	צלול	tsᵉlûwl	1) cake, round loaf, round, rolling exegesis:from צָלַל H6749 in the sense of rolling; explanation: a (round or flattened) cake translation:cake.
H6743	צָלַח	צלח	tsâlach	[G:references: G242,G837,G2013,G2106,G2137,G2177,G2720,G4098,G5530,G5539] 1) (Qal) to rush 2) to advance, prosper, make progress, succeed, be profitable 2a) (Qal) to prosper 2b) (Hiphil) 2b1) to make prosperous, bring to successful issue, cause to prosper 2b2) to show or experience prosperity, prosper exegesis:or צָלֵחַ H ; a primitive root; explanation: to push forward , in various senses (literal or figurative, transitive or intransitive) translation:break out, come (mightily), go over, be good, be meet, be profitable, (cause to, effect, make to, send) prosper(-ity, -ous, -ously).
H6744	צְלַח	צלח	tsᵉlach	[G:references: G758] 1) to prosper 1a) (Aphel) 1a1) to cause to prosper 1a2) show prosperity, be prosperous, have success, be successful exegesis:(Aramaic) corresponding to צָלַח H6743 ; explanation: to advance (transitive or intransitive) translation:promote, prosper.
H6745	צֵלָחָה	צלחה	tsêlâchâh	1) cooking pot, pot exegesis:from צָלַח H6743 ; explanation: something protracted or flattened out , i.e. a platter translation:pan.
H6746	צְלֹחִית	צלחית	tsᵉlôchîyth	1) jar, bowl exegesis:from צָלַח H6743 ; explanation: something prolonged or tall , i.e. a vial or salt-cellar translation:cruse.
H6747	צַלַּחַת	צלחת	tsallachath	[G:references: G2859] 1) dish, bowl exegesis:from צָלַח H6743 ; explanation: something advanced or deep , i.e. a bowl ; figuratively, the bosom translation:bosom, dish.
H6748	צָלִי	צלי	tsâlîy	[G:references: G3702] n m 1) roasted, roast adj 2) (CLBL) roasted exegesis:passive participle of צָלָה H6740 ; explanation: roasted translation:roast.
H6749	צָלַל	צלל	tsâlal	1) (Qal) to sink, be submerged exegesis:a primitive root; explanation:properly, to tumble down , i.e. settle by a waving motion translation:sink. Compare צָלַל H6750 , צָלַל H6751 .
H6750	צָלַל	צלל	tsâlal	[G:references: G1416,G2278,G2525] 1) to tingle, quiver 1a) (Qal) 1a1) to tingle (of ears) 1a2) to quiver (of fear) exegesis:a primitive root (identical with through the idea of vibration); explanation: to tinkle , i.e. rattle together (as the ears in reddening with shame, or the teeth in chattering with fear) translation:quiver, tingle.
H6751	צָלַל	צלל	tsâlal	1) to be or become or grow dark 1a) (Qal) to become or grow dark 1b) (Hiphil) to shadow exegesis:a primitive root (identical with through the idea of hovering over (compare צֶלֶם H6754 )); explanation: to shade , as twilight or an opaque object translation:begin to be dark, shadowing.
H6752	צֵלֶל	צלל	tsêlel	1) shadow, shade 1a) shadow (on dial) 1b) shadow, shade (as protection) 1c) shadow (symbolic of transitoriness of life) exegesis:from צָלַל H6751 ; explanation: shade translation:shadow.
H6753	צְלֶלְפּוֹנִי	צללפוני	Tsᵉlelpôwnîy	Hazelelponi = "facing the shade" 1) sister of the sons of Etam in the genealogies of Judah exegesis:from צֵלֶל H6752 and the active participle of פָּנָה H6437 ; shade-facing; explanation: Tselelponi , an Israelitess translation:Hazelelponi (including the article).
H6754	צֶלֶם	צלם	tselem	[G:references: G1497,G1504,G3444,G3667,G3799,G5179] 1) image 1a) images (of tumours, mice, heathen gods) 1b) image, likeness (of resemblance) 1c) mere, empty, image, semblance (fig.) exegesis:from an unused root meaning to shade; explanation: a phantom , i.e. (figuratively) illusion , resemblance ; hence, a representative figure , especially an idol translation:image, vain shew.
H6755	צֶלֶם	צלם	tselem	1) image, idol exegesis:(Aramaic) or צְלֶם H ; (Aramaic), corresponding to צֶלֶם H6754 ; explanation: an idolatrous figure translation:form, image.
H6756	צַלְמוֹן	צלמון	Tsalmôwn	Zalmon = "shady" n pr m 1) an Ahohite, one of David's mighty warriors n pr loc 2) a wooded hill in Samaria near Shechem exegesis:from צֶלֶם H6754 ; shady; explanation: Tsalmon , the name of a place in Palestine and of an Israelite translation:Zalmon.
H6757	צַלְמָוֶת	צלמות	tsalmâveth	[G:references: G86,G175,G2288,G4639,G4655] 1) death-shadow, deep shadow, deep darkness, shadow of death 1a) death-shadow 1b) death-shadow, deep shadow, darkness 1c) death-shadow (of distress, extreme danger) (fig) 1d) death-shadow (of place of the dead) (fig) exegesis:from צֵל H6738 and מָוֶת H4194 ; explanation: shade of death , i.e. the grave (figuratively, calamity) translation:shadow of death.
H6758	צַלְמֹנָה	צלמנה	Tsalmônâh	Zalmonah = "shady" 1) a station of Israel during the wilderness wanderings located on the east side of Edom exegesis:feminine of צַלְמָוֶת H6757 ; shadiness; explanation: Tsalmonah , a place in the Desert translation:Zalmonah.
H6759	צַלְמֻנָּע	צלמנע	Tsalmunnâʻ	Zalmunna = "deprived of protection" 1) a Midianite king slain by Gideon exegesis:from צֵל H6738 and מָנַע H4513 ; shade has been denied; explanation: Tsalmunna , a Midianite translation:Zalmunna.
H6760	צָלַע	צלע	tsâlaʻ	[G:references: G4937] 1) to limp, be lame 1a) (Qal) 1a1) to limp 1a2) to be lame exegesis:a primitive root; probably to curve; used only as denominative from צֵלָע H6763 , explanation: to limp (as if one-sided) translation:halt.
H6761	צֶלַע	צלע	tselaʻ	1) limping, stumbling exegesis:from צָלַע H6760 ; explanation: a limping or full (figuratively) translation:adversity, halt(-ing).
H6762	צֶלַע	צלע	Tselaʻ	Zelah = "a rib" 1) a city in Benjamin containing the family burial place of Saul exegesis:the same as צֶלַע H6761 ; explanation: Tsela , a place in Palestine translation:Zelah.
H6763	צֵלָע	צלע	tsêlâʻ	[G:references: G3148,G3313,G3586,G4009,G4125] 1) side, rib, beam 1a) rib (of man) 1b) rib (of hill, ridge, etc) 1c) side-chambers or cells (of temple structure) 1d) rib, plank, board (of cedar or fir) 1e) leaves (of door) 1f) side (of ark) exegesis:or (feminine) צַלְעָה H ; from צָלַע H6760 ; explanation: a rib (as curved), literally (of the body) or figuratively (of a door, i.e. leaf); hence, a side , literally (of a person) or figuratively (of an object or the sky, i.e. quarter); architecturally, a (especially floor or ceiling) timber or plank (single or collective, i.e. a flooring) translation:beam, board, chamber, corner, leaf, plank, rib, side (chamber).
H6764	צָלָף	צלף	Tsâlâph	Zalaph = "wound" 1) father of Hanun who assisted in rebuilding the city wall of Jerusalem after the return from exile exegesis:from an unused root of unknown meaning; explanation: Tsalaph , an Israelite translation:Zalaph.
H6765	צְלׇפְחָד	צלפחד	Tsᵉlophchâd	Zelophehad = "first-born" 1) a Manassite, son of Hepher and grandson of Gilead; came out of Egypt with Moses and died in the wilderness leaving only five daughters as heirs; their right to the inheritance was confirmed by divine direction exegesis:from the same as צָלָף H6764 and אֶחָד H259 ; explanation: Tselophchad , an Israelite translation:Zelophehad.
H6766	צֶלְצַח	צלצח	Tseltsach	Zelzah = "shadow" 1) a place on the boundary of Benjamin, close to Rachel's tomb, 5 miles (8 km) southwest of Jerusalem exegesis:from צֵל H6738 and צַח H6703 ; clear shade; explanation: Tseltsach , a place in Palestine translation:Zelzah.
H6767	צְלָצַל	צלצל	tsᵉlâtsal	[G:references: G836,G2950] 1) whirring, buzzing 2) spear 3) whirring locust exegesis:from צָלַל H6750 reduplicated; explanation: a clatter , i.e. (abstractly) whirring (of wings); (concretely) a cricket ; also a harpoon (as rattling), a cymbal (as clanging) translation:cymbal, locust, shadowing, spear.
H6768	צֶלֶק	צלק	Tseleq	Zelek = "fissure" 1) an Ammonite and a warrior for David exegesis:from an unused root meaning to split; fissure; explanation: Tselek , an Israelite translation:Zelek.
H6769	צִלְּתַי	צלתי	Tsillᵉthay	Zilthai = "dark" 1) a Benjamite of the sons of Shimhi 2) a Manassite and commander of thousands who came to David at Ziklag exegesis:from the feminine of צֵל H6738 ; shady; explanation: Tsillethai , the name of two Israelites translation:Zilthai.
H6770	צָמֵא	צמא	tsâmêʼ	[G:references: G1372] 1) (Qal) to be thirsty exegesis:a primitive root; explanation: to thirst (literally or figuratively) translation:(be a-, suffer) thirst(-y).
H6771	צָמֵא	צמא	tsâmêʼ	[G:references: G361,G1373] 1) thirsty exegesis:from צָמֵא H6770 ; explanation: thirsty (literally or figuratively) translation:(that) thirst(-eth, -y).
H6772	צָמָא	צמא	tsâmâʼ	[G:references: G1373] 1) thirst exegesis:from צָמֵא H6770 ; explanation: thirst (literally or figuratively) translation:thirst(-y).
H6773	צִמְאָה	צמאה	tsimʼâh	1) parched condition, thirst, dehydration exegesis:feminine of צָמָא H6772 ; explanation: thirst (figuratively, of libidinousnes) translation:thirst.
H6774	צִמָּאוֹן	צמאון	tsimmâʼôwn	1) thirsty ground exegesis:from צָמֵא H6771 ; explanation: a thirsty place , i.e. desert translation:drought, dry ground, thirsty land.
H6775	צָמַד	צמד	tsâmad	[G:references: G5055] 1) to bind, join, fasten 1a) (Niphal) to join, join or attach oneself to 1b) (Pual) to be fastened, be bound 1c)(Hiphil) to combine, fit together, hitch up exegesis:a primitive root; explanation: to link , i.e. gird ; figuratively, to serve , (mentally) contrive translation:fasten, frame, join (self).
H6776	צֶמֶד	צמד	tsemed	[G:references: G1016,G1091,G2201] 1) couple, pair, team, yoke 1a) couple, pair, span (usually of animals) 1b) acre 1b1) the amount of land a span of oxen could plow in one day exegesis:a yoke or team (i.e. pair); explanation:hence, an acre (i.e. day's task for a yoke of cattle to plough) translation:acre, couple, [idiom] together, two (donkeys), yoke (of oxen).
H6777	צַמָּה	צמה	tsammâh	1) veil, woman's veil exegesis:from an unused root meaning to fasten on; explanation: a veil translation:locks.
H6778	צַמּוּק	צמוק	tsammûwq	1) bunch of raisins, raisin-bunch exegesis:from צָמַק H6784 ; explanation: a cake of dried grapes translation:bunch (cluster) of raisins.
H6779	צָמַח	צמח	tsâmach	[G:references: G393,G985,G1816,G5453] 1) to sprout, spring up, grow up 1a)(Qal) 1a1) to sprout, spring up 1a1a) of plants 1a1b) of hair 1a1c) of speech (fig.) 1b) (Piel) to grow abundantly or thickly 1c) (Hiphil) 1c1) to cause to grow 1c2) to cause to sprout exegesis:a primitive root; explanation: to sprout (transitive or intransitive, literal or figurative) translation:bear, bring forth, (cause to, make to) bud (forth), (cause to, make to) grow (again, up), (cause to) spring (forth, up).
H6780	צֶמַח	צמח	tsemach	[G:references: G395,G438,G2479] 1) sprout, growth, branch 1a) sprouting, growth, sprout 1b) growth (of process) 1c) sprout, shoot (of Messiah from Davidic tree) exegesis:from צָמַח H6779 ; explanation: a sprout (usually concrete), literal or figurative translation:branch, bud, that which (where) grew (upon), spring(-ing).
H6781	צָמִיד	צמיד	tsâmîyd	[G:references: G1199,G2611] 1) bracelet 2) cover (of vessel) exegesis:or צָמִד H ; from צָמַד H6775 ; explanation: a bracelet or arm-clasp ; generally, a lid translation:bracelet, covering.
H6782	צַמִּים	צמים	tsammîym	1) snare, trap, noose 1a) meaning doubtful exegesis:from the same as צַמָּה H6777 ; explanation: a noose (as fastening); figuratively, destruction translation:robber.
H6783	צְמִיתֻת	צמיתת	tsᵉmîythuth	[G:references: G951] 1) completion, finality, in perpetuity exegesis:or צְמִתֻת H ; from צָמַת H6789 ; explanation: excision , i.e. destruction ; used only (adverbially) with prepositional prefix to extinction , i.e. perpetually translation:ever.
H6784	צָמַק	צמק	tsâmaq	[G:references: G3584] 1) to dry, dry up, shrivel 1a) (Qal) to shrivel (of women's breasts) exegesis:a primitive root; explanation: to dry up translation:dry.
H6785	צֶמֶר	צמר	tsemer	[G:references: G2053,G2440] 1) wool 1a) wool 1b) whiteness (metaph.) 1c) wool (in garments) exegesis:from an unused root probably meaning to be shaggy; explanation: wool translation:wool(-len).
