id	unicode_word	translit	pronunciation	full_definition
G00623	Ἀπολλύων	Apollýōn	ap-ol-loo'-ohn	623 active participle of ; a destroyer (i.e. Satan) :--Apollyon.
G00624	Ἀπολλωνία	Apollōnía	ap-ol-lo-nee'-ah	624 from the pagan deity (i.e. the sun; from ); Apollonia, a place in Macedonia :--Apollonia.
G00625	Ἀπολλῶς	Apollōs	ap-ol-loce'	625 probably from the same as ; Apollos, an Israelite :--Apollos.
G00626	ἀπολογέομαι	apologéomai	ap-ol-og-eh'-om-ahee	626 middle voice from a compound of and ; to give an account (legal plea) of oneself, i.e. exculpate (self) :--answer (for self), make defence, excuse (self), speak for self.
G00627	ἀπολογία	apología	ap-ol-og-ee'-ah	627 from the same as ; a plea ("apology") :--answer (for self), clearing of self, defence.
G00628	ἀπολούω	apoloúō	ap-ol-oo'-o	628 from and ; to wash fully, i.e. (figuratively) have remitted (reflexively) :--wash (away).
G00629	ἀπολύτρωσις	apolýtrōsis	ap-ol-oo'-tro-sis	629 from a compound of and ; (the act) ransom in full, i.e. (figuratively) riddance, or (specially) Christian salvation :--deliverance, redemption.
G00630	ἀπολύω	apolýō	ap-ol-oo'-o	630 from and ; to free fully, i.e. (literally) relieve, release, dismiss (reflexively, depart), or (figuratively) let die, pardon or (specially) divorce :--(let) depart, dismiss, divorce, forgive, let go, loose, put (send) away, release, set at liberty.
G00631	ἀπομάσσομαι	apomássomai	ap-om-as'-som-ahee	631 middle voice from and (to squeeze, knead, smear); to scrape away :--wipe off.
G00632	ἀπονέμω	aponémō	ap-on-em'-o	632 from and the base of ; to apportion, i.e. bestow :--give.
G00633	ἀπονίπτω	aponíptō	ap-on-ip'-to	633 from and ; to wash off (reflexively, one's own hands symbolically) :--wash.
G00634	ἀποπίπτω	apopíptō	ap-op-ip'-to	634 from and ; to fall off :--fall.
G00635	ἀποπλανάω	apoplanáō	ap-op-lan-ah'-o	635 from and ; to lead astray (figuratively); passively, to stray (from truth) :--err, seduce.
G00636	ἀποπλέω	apopléō	ap-op-leh'-o	636 from and ; to set sail :--sail away.
G00637	ἀποπλύνω	apoplýnō	ap-op-loo'-no	637 from and ; to rinse off :--wash.
G00638	ἀποπνίγω	apopnígō	ap-op-nee'-go	638 from and ; to stifle (by drowning or overgrowth) :--choke.
G00639	ἀπορέω	aporéō	ap-or-eh'-o	639 from a compound of (as a negative particle) and the base of ; to have no way out, i.e. be at a loss (mentally) :-- (stand in) doubt, be perplexed.
G00640	ἀπορία	aporía	ap-or-ee'-a	640 from the same as ; a (state of) quandary :--perplexity.
G00641	ἀποῤῥίπτω	aporrhíptō	ap-or-hrip'-to	641 from and ; to hurl off, i.e. precipitate (oneself) :--cast.
G00642	ἀπορφανίζω	aporphanízō	ap-or-fan-id'-zo	642 from and a derivative of ; to bereave wholly, i.e. (figuratively) separate (from intercourse) :--take.
G00643	ἀποσκευάζω	aposkeuázō	ap-osk-yoo-ad'-zo	643 from and a derivative of ; to pack up (one's) baggage :--take up… carriages.
G00644	ἀποσκίασμα	aposkíasma	ap-os-kee'-as-mah	644 from a compound of and a derivative of ; a shading off, i.e. obscuration :--shadow.
G00645	ἀποσπάω	apospáō	ap-os-pah'-o	645 from and ; to drag forth, i.e. (literally) unsheathe (a sword), or relatively (with a degree of force implied) retire (personally or factiously) :--(with-)draw (away), after we were gotten from.
G00646	ἀποστασία	apostasía	ap-os-tas-ee'-ah	646 feminine of the same as ; defection from truth (properly, the state) ("apostasy") :--falling away, forsake.
G00647	ἀποστάσιον	apostásion	ap-os-tas'-ee-on	647 neuter of a (presumed) adjective from a derivative of ; properly, something separative, i.e. (specially) divorce :--(writing of) divorcement.
G00648	ἀποστεγάζω	apostegázō	ap-os-teg-ad'-zo	648 from and a derivative of ; to unroof :--uncover.
G00649	ἀποστέλλω	apostéllō	ap-os-tel'-lo	649 from and ; set apart, i.e. (by implication) to send out (properly, on a mission) literally or figuratively :--put in, send (away, forth, out), set (at liberty).
G00650	ἀποστερέω	aposteréō	ap-os-ter-eh'-o	650 from and (to deprive); to despoil :--defraud, destitute, kept back by fraud.
G00651	ἀποστολή	apostolḗ	ap-os-tol-ay'	651 from ; commission, i.e. (specially) apostolate :--apostleship.
G00652	ἀπόστολος	apóstolos	ap-os'-tol-os	652 from ; a delegate; specially, an ambassador of the Gospel; officially a commissioner of Christ ("apostle") (with miraculous powers) :--apostle, messenger, he that is sent.
G00653	ἀποστοματίζω	apostomatízō	ap-os-tom-at-id'-zo	653 from and a (presumed) derivative of ; to speak off-hand (properly, dictate), i.e. to catechize (in an invidious manner) :--provoke to speak.
G00654	ἀποστρέφω	apostréphō	ap-os-tref'-o	654 from and ; to turn away or back (literally or figuratively) :--bring again, pervert, turn away (from).
G00655	ἀποστυγέω	apostygéō	ap-os-toog-eh'-o	655 from and the base of ; to detest utterly :--abhor.
G00656	ἀποσυνάγωγος	aposynágōgos	ap-os-oon-ag'-o-gos	656 from and ; excommunicated :--(put) out of the synagogue(-s).
G00657	ἀποτάσσομαι	apotássomai	ap-ot-as'-som-ahee	657 middle voice from and ; literally, to say adieu (by departing or dismissing); figuratively, to renounce :--bid farewell, forsake, take leave, send away.
G00658	ἀποτελέω	apoteléō	ap-ot-el-eh'-o	658 from and ; to complete entirely, i.e. consummate :--finish.
G00659	ἀποτίθημι	apotíthēmi	ap-ot-eeth'-ay-mee	659 from and ; to put away (literally or figuratively) :--cast off, lay apart (aside, down), put away (off).
G00660	ἀποτινάσσω	apotinássō	ap-ot-in-as'-so	660 from and (to jostle); to brush off :--shake off.
G00661	ἀποτίνω	apotínō	ap-ot-ee'-no	661 from and ; to pay in full :--repay.
G00662	ἀποτολμάω	apotolmáō	ap-ot-ol-mah'-o	662 from and ; to venture plainly :--be very bold.
G00663	ἀποτομία	apotomía	ap-ot-om-ee'-ah	663 from the base of ; (figuratively) decisiveness, i.e. rigor :--severity.
G00664	ἀποτόμως	apotómōs	ap-ot-om'-oce	664 adverb from a derivative of a comparative of and (to cut); abruptly, i.e. peremptorily :--sharply(-ness).
G00665	ἀποτρέπω	apotrépō	ap-ot-rep'-o	665 from and the base of ; to deflect, i.e. (reflexively) avoid :--turn away.
G00666	ἀπουσία	apousía	ap-oo-see'-ah	666 from the participle of ; a being away :--absence.
G00667	ἀποφέρω	apophérō	ap-of-er'-o	667 from and ; to bear off (literally or relatively) :--bring, carry (away).
G00668	ἀποφεύγω	apopheúgō	ap-of-yoo'-go	668 from and ; (figuratively) to escape :--escape.
G00669	ἀποφθέγγομαι	apophthéngomai	ap-of-theng'-om-ahee	669 from and ; to enunciate plainly, i.e. declare :--say, speak forth, utterance.
G00670	ἀποφορτίζομαι	apophortízomai	ap-of-or-tid'-zom-ahee	670 from and the middle voice of ; to unload :--unlade.
G00671	ἀπόχρησις	apóchrēsis	ap-okh'-ray-sis	671 from a compound of and ; the act of using up, i.e. consumption :--using.
G00672	ἀποχωρέω	apochōréō	ap-okh-o-reh'-o	672 from and ; to go away :--depart.
G00673	ἀποχωρίζω	apochōrízō	ap-okh-o-rid'-zo	673 from and ; to rend apart; reflexively, to separate :--depart (asunder).
G00674	ἀποψύχω	apopsýchō	ap-ops-oo'-kho	674 from and ; to breathe out, i.e. faint :--hearts failing.
G00675	Ἄππιος	Áppios	ap'-pee-os	675 of Latin origin; (in the genitive, i.e. possessive case) of Appius, the name of a Roman :--Appii.
G00676	ἀπρόσιτος	aprósitos	ap-ros'-ee-tos	676 from (as a negative particle) and a derivative of a comparative of and (to go); inaccessible :--which no man can approach.
G00677	ἀπρόσκοπος	apróskopos	ap-ros'-kop-os	677 from (as a negative particle) and a presumed derivative of ; actively, inoffensive, i.e. not leading into sin; passively, faultless, i.e. not led into sin :--none (void of, without) offence.
G00678	ἀπροσωπολήπτως	aprosōpolḗptōs	ap-ros-o-pol-ape'-tos	678 adverb from a compound of (as a negative particle) and a presumed derivative of a presumed compound of and (compare ); in a way not accepting the person, i.e. impartially :--without respect of persons.
G00679	ἄπταιστος	áptaistos	ap-tah'-ee-stos	679 from (as a negative particle) and a derivative of ; not stumbling, i.e. (figuratively) without sin :--from falling.
G00680	ἅπτομαι	háptomai	hap'-tom-ahee	680 reflexive of ; properly, to attach oneself to, i.e. to touch (in many implied relations) :--touch.
G00681	ἅπτω	háptō	hap'-to	681 a primary verb; properly, to fasten to, i.e. (specially) to set on fire :--kindle, light.
G00682	Ἀπφία	Apphía	ap-fee'-a	682 probably of foreign origin; Apphia, a woman of Collosæ :--Apphia.
G00683	ἀπωθέομαι	apōthéomai	ap-o-theh'-om-ahee	683 or from and the middle voice of or (to shove); to push off, figuratively, to reject :--cast away, put away (from), thrust away (from).
G00684	ἀπώλεια	apṓleia	ap-o'-li-a	684 from a presumed derivative of ; ruin or loss (physical, spiritual or eternal) :--damnable(-nation), destruction, die, perdition, X perish, pernicious ways, waste.
G00685	ἀρά	ará	ar-ah'	685 probably from ; properly, prayer (as lifted to Heaven), i.e. (by implication) imprecation :--curse.
G00686	ἄρα	ára	ar'-ah	686 probably from (through the idea of drawing a conclusion); a particle denoting an inference more or less decisive (as follows) :--haply, (what) manner (of man), no doubt, perhaps, so be, then, therefore, truly, wherefore. Often used in connection with other particles, especially or (after) or (before). Compare also .
G00687	ἆρα	âra	ar'-ah	687 a form of , denoting an interrogation to which a negative answer is presumed :--therefore.
G00688	Ἀραβία	Arabía	ar-ab-ee'-ah	688 of Hebrew origin ( ); Arabia, a region of Asia :--Arabia.
G00689	Ἀράμ	Arám	ar-am'	689 of Hebrew origin ( ); Aram (i.e. Ram), an Israelite :--Aram.
G00690	Ἄραψ	Áraps	ar'-aps	690 from ; an Arab or native of Arabia :--Arabian.
G00691	ἀργέω	argéō	arg-eh'-o	691 from ; to be idle, i.e. (figuratively) to delay :--linger.
G00692	ἀργός	argós	ar-gos'	692 from (as a negative particle) and ; inactive, i.e. unemployed; (by implication) lazy, useless :--barren, idle, slow.
G00693	ἀργύρεος	argýreos	ar-goo'-reh-os	693 from ; made of silver :--(of) silver.
G00694	ἀργύριον	argýrion	ar-goo'-ree-on	694 neuter of a presumed derivative of ; silvery, i.e. (by implication) cash; specially, a silverling (i.e. drachma or shekel) :--money, (piece of) silver (piece).
G00695	ἀργυροκόπος	argyrokópos	ar-goo-rok-op'-os	695 from and ; a beater (i.e. worker) of silver :--silversmith.
G00696	ἄργυρος	árgyros	ar'-goo-ros	696 from (shining); silver (the metal, in the articles or coin) :--silver.
G00697	Ἄρειος Πάγος	Áreios Págos	ar'-i-os pag'-os	697 from (the name of the Greek deity of war) and a derivative of ; rock of Ares, a place in Athens :--Areopagus, Mars' Hill.
G00698	Ἀρεοπαγίτης	Areopagítēs	ar-eh-op-ag-ee'-tace	698 from ; an Areopagite or member of the court held on Mars' Hill :--Areopagite.
G00699	ἀρεσκεία	areskeía	ar-es'-ki-ah	699 from a derivative of ; complaisance :--pleasing.
G00700	ἀρέσκω	aréskō	ar-es'-ko	700 probably from (through the idea of exciting emotion); to be agreeable (or by implication, to seek to be so) :--please.
G00701	ἀρεστός	arestós	ar-es-tos'	701 from ; agreeable; by implication, fit :--(things that) please(-ing), reason.
G00702	Ἀρέτας	Arétas	ar-et'-as	702 of foreign origin; Aretas, an Arabian :--Aretas.
G00703	ἀρέτη	arétē	ar-et'-ay	703 from the same as ; properly, manliness (valor), i.e. excellence (intrinsic or attributed) :--praise, virtue.
G00704	ἀρήν	arḗn	ar-ane'	704 perhaps the same as ; a lamb (as a male) :--lamb.
G00705	ἀριθμέω	arithméō	ar-ith-meh'-o	705 from ; to enumerate or count :--number.
G00706	ἀριθμός	arithmós	ar-ith-mos'	706 from ; a number (as reckoned up) :--number.
G00707	Ἀριμαθαία	Arimathaía	ar-ee-math-ah'-ee-ah	707 of Hebrew origin ( ); Arimathæa (or Ramah), a place in Palestine :--Arimathæa.
G00708	Ἀρίσταρχος	Arístarchos	ar-is'-tar-khos	708 from the same as and ; best ruling; Aristarchus, a Macedonian :--Aristarchus.
G00709	ἀριστάω	aristáō	ar-is-tah'-o	709 from ; to take the principle meal :--dine.
G00710	ἀριστερός	aristerós	ar-is-ter-os'	710 apparently a comparative of the same as ; the left hand (as second-best) :--left (hand).
G00711	Ἀριστόβουλος	Aristóboulos	ar-is-tob'-oo-los	711 from the same as and ; best counselling; Aristoboulus, a Christian :--Aristobulus.
G00712	ἄριστον	áriston	ar'-is-ton	712 apparently neuter of a superlative from the same as ; the best meal (or breakfast; perhaps from ("early")), i.e. luncheon :--dinner.
G00713	ἀρκετός	arketós	ar-ket-os'	713 from ; satisfactory :--enough, suffice (-ient).
G00714	ἀρκέω	arkéō	ar-keh'-o	714 apparently a primary verb (but probably akin to through the idea of raising a barrier); properly, to ward off, i.e. (by implication) to avail (figuratively, be satisfactory) :--be content, be enough, suffice, be sufficient.
G00715	ἄρκτος	árktos	ark'-tos	715 probably from ; a bear (as obstructing by ferocity) :--bear.
G00716	ἅρμα	hárma	har'-mah	716 probably from (perhaps with (as a particle of union) prefixed); a chariot (as raised or fitted together (compare )) :--chariot.
G00717	Ἀρμαγεδδών	Armageddṓn	ar-mag-ed-dohn'	717 of Hebrew origin ( and ); Armageddon (or Har-Meggiddon), a symbolic name :--Armageddon.
G00718	ἁρμόζω	harmózō	har-mod'-zo	718 from ; to joint, i.e. (figuratively) to woo (reflexively, to betroth) :--espouse.
G00719	ἁρμός	harmós	har-mos'	719 from the same as ; an articulation (of the body) :--joint.
G00720	ἀρνέομαι	arnéomai	ar-neh'-om-ahee	720 perhaps from (as a negative particle) and the middle voice of ; to contradict, i.e. disavow, reject, abnegate :--deny, refuse.
G00721	ἀρνίον	arníon	ar-nee'-on	721 diminutive from ; a lambkin :--lamb.
G00722	ἀροτριόω	arotrióō	ar-ot-ree-o'-o	722 from ; to plow :--plough.
G00723	ἄροτρον	árotron	ar'-ot-ron	723 from (to till); a plow :--plough.
G00724	ἁρπαγή	harpagḗ	har-pag-ay'	724 from ; pillage (properly abstract) :--extortion, ravening, spoiling.
G00725	ἁρπαγμός	harpagmós	har-pag-mos'	725 from ; plunder (properly concrete) :--robbery.
G00726	ἁρπάζω	harpázō	har-pad'-zo	726 from a derivative of ; to seize (in various applications) :--catch (away, up), pluck, pull, take (by force).
G00727	ἅρπαξ	hárpax	har'-pax	727 from ; rapacious :--extortion, ravening.
G00728	ἀῤῥαβών	arrhabṓn	ar-hrab-ohn'	728 of Hebrew origin ( ); a pledge, i.e. part of the purchase-money or property given in advance as security for the rest :--earnest.
G00729	ἄῤῥαφος	árrhaphos	ar'-hhraf-os	729 from (as a negative particle) and a presumed derivative of the same as ; unsewed, i.e. of a single piece :--without seam.
G00730	ἄῤῥην	árrhēn	ar'-hrane	730 or probably from ; male (as stronger for lifting) :--male, man.
G00731	ἄῤῥητος	árrhētos	ar'-hray-tos	731 from (as a negative particle) and the same as ; unsaid, i.e. (by implication) inexpressible :--unspeakable.
