6011	פחיא	[@N] 1) cackling hen
6012	מסן	[@N] 1) shoe
6013	דוקן	[@A] 1) accurate, precise
6014	דוקי	[@N] 1) conclusion, exact meaning
6015	דוקא	[@A] 1) exactly [@N] 1) exactness 2) adv.: exactly 2.1) לאו דווקא : not exactly, more or less
6016	פלסתר	[@N] 1) fraud
6017	פרע#2	[@V01] 2.3) +ב : to treat wastefully (?) 3) to butcher
6018	סקול	[@N] 1) disaster
6019	אורבא	[@N] 1) layer of bricks
6020	עזוב	[@A] 1) unpleasant
6021	ארנק	[@N] 1) money bag 1.1) דמוחא : membrane of the brain
6022	תיר	[@N] 1) guide
6023	תיו	[@N] 1) taw, twenty-second letter
6024	משׁכילה	[@N] 1) water basin
6025	קרווה	[@N] 1) (bot.) a type of gourd (?)
6026	איסטרידא	[@N] 1) mast, rigging
6027	ארנב	[@N] 1) (zool.) hare or hyrax
6028	טלטול	[@N] 2) wandering, migration
6029	מאחר	[@c] 1) since, because
6030	בית דין	[@N] 1) court
6031	ארב#2	[@N] 1) boat
6032	חוס	[@V01] 1) to have pity on (<i> ˁl</i>), care about
6033	בורכה#2	[@N] 1) confusion (?)
6034	נטילו#2	[@N] 1) washing the hands
6035	ביניי	[@N] 1) intermediate row
6036	חוץ	[@N] 1) palm leaf 2) foliage 3.2) cord 3.3) fence or barrier of some kind
6037	חות	[@V01] 1) to be loathsome
6038	חור	[@A] 1) white 4) subst.: white, white object 4.2) fem.: white hair 4.3) fem. : a type of white flour 4.4) white spot on meat 6) transparent (?) 7) (of trees) non-productive (?) [@V01] 1) to be white 1.1) to be pale 2) fig. of to be bright : to understand [@V03] 2) to whiten 3) w. <i>)pyn</i> : to shame in public [@V02] 1) to whiten 2.1) to clarify
6039	כוזה	[@N] 1) a type of jar
6040	חוב	[@V05] 1) to be obligated, subject to liability 2.1) to be punished for one's guilt [@N] 1) debt, obligation 2) guilt 2.1) sin, iniquity [@V01] 1) to incur a debt [@V02] 1) to condemn 3.1) to make obligatory 3.2) to impose a debt
6041	ציבחד	[@X] 1) a small amount
6042	חוח	[@N] 1) (bot.) thorn-bush
6043	חוך	[@V01] 1) to laugh, smile [@V03] 1) to laugh
6044	חוי	[@V05] 2) to appear, be manifest [@V01] 1) to see (?) [@V03] 1) to show, demonstrate 2) to announce, tell 3) to indicate non-verbally, make a sign 4) w. <i>ˀpyn</i> : to greet [@V02] 1.1) lit. to enable someone to see something
6045	חוט	[@N] 1) thread, string 1.1) shoelace 1.2) <i>ṣiṣit</i>: the string-like ritual fringes on a garment 3.1) seam, border line 3.2) a very long and thin object [@V01] 1) to sew [@V02] 1) to sew, to fasten
6046	חול	[@N] 1.1) pl. unconsecrated food (i.e. MH <i>ḥullīn</i>) 2) weekday 2.1) חולא דמועדא : intermediate day of a week-long festival
6047	פרגמטיא	[@N] 1) merchandise 3) commerce
6048	משׁיחה	[@N] 1) rope
6049	קולוס	[@N] 1) colic
6050	ציד#2	[@N] 1) hunter 2) fisherman
6051	טובען	[@N] 1) flood
6052	שׁגישׁ	[@A] 1) disturbed
6053	ידי	[@V03] 1.1) to praise with thanks 2) to confess 2.1) to consent, acknowledge 2.2) to concede, agree
6054	חיבוט	[@N] 1) beating, striking
6055	ענינ#2	[@N] 2) significance, matter of concern 2.1) <i>lˁnyn</i> : concerning
6056	קורקא#2	[@N] 1) shoe
6057	בהדי	[@p] 1) with 2) +ד: while 3.1) at the time of 4) ל_+בהדי: corresponding to, over against [@c] 1) during the time that 2) while
6058	מגלוני	[@A] 1) a gentilic
6059	ארכנו	[@N] 1) office of archon
6060	ידע	[@V04] 1) to be known [@V01] 1) to know 1.1) to perceive, understand 1.2) to be acquainted with [@V03] 1) to inform 1.1) to teach 1.2) to announce
6061	מלי	[@A] 1) full 2) (gram.) plene spelling [@V04] 1) to be filled 1.1) to be filled with (d.o. or <i>b_</i>) [@V01] 1) to be filled 2) to fill something with one's own bulk 3) to fill something 4) to be completed [@V02] 1) to fill something 2) to replace [@V09] 1) <i>$mly</i>: to ordain, see s.v. [@N] 1.1) stuffing 2.1) additional amount
6062	דקנן	[@A] 1.1) grown man
6063	מעצר	[@N] 1) winepress
6064	כבושׁ#4	[@N] 3) hidden matter
6065	קונמא	[@N] 1) word for a vow
6066	מקלה	[@N] 1) stick
6067	רישׁ ירח	[@N] 1) new moon
6068	גפף	[@V01] 1) to embrace [@V02] 1) to embrace ( repeatedly or ardently?)
6069	גפר	[@V01] 1) to cover with pitch
6070	גפת	[@N] 1) residue of olives after pressing
6071	בורסקי	[@N] 1) tannery
6072	סיקמריקון	[@N] 1) (?)
6073	גפן	[@N] 1) vine
6074	קנקלטון	[@N] 1) grating
6075	ארורין	[@N] 1) Arurs
6076	גנוני#2	[@N] 1) garden
6077	תמני מאה	[@b] 1) eight-hundred
6078	סבר אפין	[@N] 1) countenance
6079	נתן	[@V01] 1) to give 1.1) to provide, make available 1.2) to pay 2) <i>b_ </i> : to sell for, exchange for 4) נסב + : to negotiate 7) in various expressions: see s.v. the other word
6080	בי שׁכיבי	[@N] 1) cemetery
6081	סקוסני	[@A] 1) a gentilic
6082	סירא	[@N] 1.2) net (?)
6083	רשׁו	[@N] 1) possession, control 1.1) domain, property 2) permission, right
6084	נתח	[@V02] 1) to distrain 2) to pull out
6085	דפן	[@N] 1) side, loin 1.1) rib 2) side-wall
6086	שׁותפו	[@N] 1) partnership 2) matrimony
6087	שׁותפה	[@N] 2) wife
6088	קורמי	[@N] 1) קורמי דאגמא : a water plant
6089	רשׁם	[@V04] 3) to be engraved [@V01] 1) to make a mark, record
6090	איכדין	[@X] 1) how possibly (expecting a negative answer!)
6091	נגדה	[@N] 1) bellwether
6092	כפני	[@N] 1) palm flower 2) date berry
6093	עבר אורח	[@N] 1) passerby
6094	רשׁע	[@V01] 1) to be wicked
6095	רשׁף	[@d] 1.1) a type of demon (identified with the roof-top demon)
6096	אגרונימוס	[@N] 1) inspector of market prices
6097	נתר	[@V01] 1) to fall off, drop down [@V03] 1) to make drop, shed (of trees: fruit or leaves) 2) fig.: to drop s.t 4) to unloosen [@V02] 1) to crumble, to fall in
6098	נתק	[@V05] 1) to be torn out, withdrawn 1.2) to be set aside and designated for something [@V01] 1) to pull out 1.1) to remove by pulling [@V02] 1) to pull at repeatedly
6099	מנחה	[@N] 1) meal offering 1.1) afternoon, prayer 1.1.1) afternoon (i.e. the time of the m. offering/prayer)
6100	סטרנלייה	[@N] 1) Saturnalia festival
6101	נוט	[@N] 1) sailor
6102	אפחז	[@N] 1) lewdness, shamelessness
6103	קורטבלא	[@N] 1) cushion (?)
6104	כיתוני	[@N] 1) linen shirt
6105	יתמה	[@N] 1) orphan (f.)
6106	דחשׁ	[@V01] 1) to be thick, to dense
6107	בלאין	[@N] 1) curtains
6108	קטב#2	[@N] 1) name of a demon
6109	קופ#2	[@N] 1) carrying pole 4) trunk of a vine
6110	קופ#3	[@N] 1) monkey
6111	קופ#4	[@N] 1.1) collection box 2.1) eye of a needle
6112	בר מן	[@p] 1) except for, aside from
6113	אשׁקייה	[@N] 1) watering
6114	דוגמא	[@N] 2) manner
6115	דור#2	[@V02] 1) to go around 2) to peddle 3) to overtake
6116	דור#3	[@N] 2) ridge : see s.v. <i>dwr šnˀ</i> and as first element of GNs
6117	דור#4	[@V02] 1) to make an enclosure
6118	דור#5	[@V01] 1) to bear [@V02] 1) id.
6119	יזפה	[@N] 1) loan
6120	קדמה#2	[@N] 2) dawn
6121	עמר גפן	[@N] 1) cotton
6122	צמת	[@V05] 2) to be gathered together [@V01] 1) to gather together (intrans.) 2) to contract blood vessels and inhibit flowing or swelling [@V02] 1) to bring many together
6123	ריטלא	[@N] 1) roman pound (liter)
6124	דיק#3	[@N] 2) crushed piece (?)
6125	חוטרי רעיא	[@N] 1) (bot.) a plant name
6126	אנטיכריסיס	[@N] 1) antichresis: substitution of usufruct for interest
6127	פולסא דנורא	[@N] 1) flaming lashing
6128	כרכשׁ#2	[@V09] 1.1) to drive away insects 1.2) w. ברשׁא : to nod the head
6129	סריכ#2	[@A] 1) adhering
6130	עור#2	[@V05] 1) to be blinded [@N] 1) blindness [@V01] 1) to become blind [@V02] 1) to blind (eye)
6131	לאוקון	[@N] 1) a type of garment
6132	איטמא	[@N] 1) dam
6133	גיותא	[@N] 1) pagan-ness
6134	מתנה	[@N] 1) gift 1.1) priestly dues 2) deed of gift
6135	הרפתק	[@N] 1) unfortunate event
6136	רישׁ מדרשׁא	[@N] 1) school head
6137	כוח#2	[@N] 2) מiכ.oחa ... אתי : to derive ultimately from
6138	מתני	[@N] 1) mishna, baraitha
6139	הספד	[@N] 1) eulogy
6140	קמור	[@N] 1) belt
6141	ארכ#2	[@V01] 1) to prepare, to dress
6142	קמוס	[@N] 1) (bot.) a type of thorn (?)
6143	חרור#3	[@N] 1.1.1) certificate of free status
6144	ניזך	[@N] 1) spear
6145	בטומרה	[@X] 1) in secret
6146	חפרי	[@N] 1) plant intestinal remedy
6147	שׁפך	[@V04] 1.1) (of blood) to be spilled [@V01] 1) to pour out, spill (tr.) 2) to spill (intr.) [@N] 1.1) spout
6148	שׁפי	[@N] 1) wine merchant [@V01] 1) to smooth 1.1) to trim [@V02] 1) to smooth repeatedly 5) to settle, to pay off
6149	שׁפל	[@A] 3) shameful, performing poorly, wanting [@V01] 1) to be low 2) to move downstream 4) to go to the end [@V03] 1.1) to vanquish 1.2) to carry along downstream
6150	שׁפד	[@V01] 1) to pierce 3) to put on a spit
6151	קיבוטרין	[@N] 1) a small chest
6152	שׁטר#2	[@V01] 1) to smear 2) to spread out
6153	פפיא	[@N] 1) daddy
6154	רוחה#2	[@N] 2.1) well-being
6155	פרטה#2	[@N] 1) split
6156	יניב	[@N] 1) a small insect
6157	שׁפר	[@V01] 1) to be beautiful 2) (w. <i>l_, ˁl, bˁyny</i>, etc.) : to please, be pleasing to [@V03] 1) to adorn, to beautify, improve [@N] 1) beauty 2) best part
6158	מוגלא	[@N] 1) pus
6159	שׁפע	[@N] 2) fig. : abundance [@V01] 1) to flow abundantly [@V03] 1) to pour out abundantly 3.1) to make slanting [@V02] 1) to make flow down
6160	מגדל	[@N] 1) tower 1.2) (geog.) as other geographical names or components thereof 2) a tiered chest
6161	מגדן	[@N] 1) lashing
6162	אורכה#2	[@N] 1) private authorization to collect one's debt
6163	שׁפץ	[@V02] 1) to restore, to repair
6164	מרעל	[@N] 1) basket
6165	ערעי	[@N] 1) wasp, hornet
6166	פסטיין	[@N] 1) pl. mats
6167	מיך	[@A] 1) low, humble
6168	מין	[@N] 1) kind 1.1) type, species 1.1.2) בת מינה : one of the same kind
6169	מיל	[@N] 1) mile
6170	מית	[@A] 1) dead
6171	מילות	[@N] 1) (bot.) a type of chickpea
6172	מרזבן	[@N] 1) warden, march prefect
6173	קדירה	[@N] 1) cooking pot
6174	קיטרטון	[@N] 1) rose oil preparation
6175	מלל#2	[@N] 1) ore 2) hot coal [@V02] 1) to forge (?)
6176	אהל#2	[@N] 1) aloe
6177	ערער	[@V12] 1) to be stripped
6178	ברת אלי	[@N] 1) (bot.) a type of fig
6179	גלח#2	[@V05] 1) to have one's hair cut [@V02] 1) to cut hair
6180	גזומה	[@N] 1) exaggeration
6181	חדו	[@N] 1) joy
6182	חדי	[@A] 1) happy [@V04] 1) to rejoice, enjoy oneself [@N] 1) breast, chest 1.1) of animals 2) <i>bḥdyˀ</i> : see s.v. <i>bhdyˀ</i> adv. [@V01] 1) to rejoice [@V02] 1) to make rejoice
6183	מנגדן	[@N] 1) one who gives lashes
6184	תלמיד	[@N] 1) student 2) disciple 3) scholar
6185	מסובריא	[@N] 1) plug-hole
6186	חדק	[@N] 1) thorn-bush [@V02] 1) to force into a gap 2) to fasten
6187	חדר	[@V01] 1) to go around
6188	חדת	[@A] 1) new [@V02] 2) to change, restore 2.1) to make a new ruling or observation
6189	תרפתא	[@N] 1) incision
6190	ארכונטס	[@N] 1) prefect
6191	אדרכה	[@N] 2) authorization to collect a real estate debt
6192	רגע	[@N] 2) רגעא : adv. : for a moment, in a moment
6193	רגם	[@V01] 1) to stone [@V02] 1) to stone repeatedly
6194	בליון	[@N] 1) amulet
6195	גולפא	[@N] 1) jug
6196	להידיא	[@X] 1) alone
6197	פיכסינון	[@N] 1) box-wood
6198	רגז	[@V01] 1) to be angry
6199	מרט#2	[@N] 2) plucked wool
6200	רגג	[@V01] 1) to desire
6201	מזמן	[@A] 2) prepared, ready, pre-assigned
6202	זביל	[@N] 1) basket
6203	זבין	[@N] 1) transaction (i.e. sale/purchase) 2) merchandise, wares
6204	בזיון	[@N] 1) disgrace
6205	פרת#5	[@N] 1) portion, small amount 1.1) פורתא פורתא : little by little
6206	פרת#2	[@N] 1) excrement
6207	זרזיף	[@N] 1) water flow, stream, spurt
6208	מהדור#2	[@N] 1) peddler
6209	פדעה	[@N] 1) wound
6210	צלי	[@N] 1) roasted meat [@V01] 2.1.1) w. "ear" : to listen attentively [@V03] 2) to turn aside (intran.) 3) to turn aside (tran.) [@V02] 1) to pray 1.1) w.o. an object 1.2) with the prayer that is prayed as object
6211	צלם	[@N] 1) image (physical) 1.1) picture 1.2) engraved image on a coin 1.3) form, appearance 2) idol 3.2.1) alone: [@V02] 3) to paint
6212	דרושׁ	[@N] 2) sophist, teacher
6213	צלב	[@V04] 1.1) to be crucified [@V01] 1) to impale 1.1) to crucify [@N] 1) crucifixion
6214	צלו	[@N] 1) prayer
6215	אפטרה	[@N] 1) Haftara (closing scriptural reading) 2) parting homily 3) eulogy 3.1) homiletic notes
6216	צלח	[@V01] 2) to absorb well (?) [@V03] 1) to do well, to prosper
6217	שׁוכ#2	[@V09] 1) שׁכשׁכ : to rinse something in water
6218	אמטה	[@N] 1) shaking, bending
6219	אמטו	[@p] 1) on account of
6220	מרי דיורא	[@N] 1) an official
6221	צלק	[@V04] 1) to be split [@V01] 1) to split something lengthwise
6222	אכסה	[@N] 1) reproach
6223	אכסא	[@N] 1) word in charm formula
6224	תלתו	[@N] 1) third part
6225	תלתי	[@b] 1) two!!
6226	אכסן	[@N] 1) אכסנ דגרדיאינ : weaver's pin
6227	תלתל	[@V09] 1) to deride
6228	שׁלמן	[@N] 1) perfect one
6229	שׁלמי	[@A] 1) Shalmite, i.e. Nabataean
6230	קרטיס#2	[@N] 1) leaf of paper
6231	טריס	[@N] 1) "three" in Greek
6232	קרקישׁ	[@N] 1) clanger
6233	פטור#2	[@N] 1) fungus
6234	שׁנ דפיל	[@N] 1) ivory
6235	תמיני	[@A] 1) eighth
6236	סומ#2	[@V01] 1) to put on shoes [@V02] 1) to put on shoes
6237	כרבי	[@A] 1) (?) [@N] 1) a type of garment
6238	כחשׁ	[@V04] 1) to be reduced 2) to be contradicted [@N] 1) weakening 2) infertility [@V01] 1) to become weak, 1.1) to become lean 2) to become infertile [@V03] 1) to wither 2) to contradict [@V02] 1) to reduce 2) to ruin
6239	טריח	[@A] 1) troublesome
6240	תשׁע עסר	[@b] 1) nineteen
6241	טריד	[@A] 1) preoccupied [@N] 1) (bot.) a type of beet
6242	בישׁ	[@A] 1) evil, bad (i.e., the antithesis of good) 2) bad ( i.e., harmful, debilitating) 3) (of face) sad looking, upset
6243	פרטיר	[@N] 1) shop
6244	אהין	[@N] 1) unripe date
6245	זקת	[@N] 1) goad
6246	זקק	[@V04] 2) to attend to something [@V01] 2) to obligate 2.1) pp.+inf. : to be obligated to
6247	מסתי	[@N] 1) (uncertain)
6248	דנ#2	[@N] 1) vat 2) (bot.) main branch of a tree
6249	זקף	[@V04] 2) to be crucified, hung [@V01] 1) to raise something high 1.3) to plant 2) to suspend, hang 2.1) to crucify 2.2.1) to append one sum to another 5) to be straight up, erect
6250	גנב	[@V04] 1) to be stolen [@N] 1) thief [@V01] 1) to steal [@V02] 1) to steal (much or regularly) 2) to deceive, i.e., behave like a thief
6251	מצר#2	[@V01] 1) to define boundaries [@N] 1) rope bridge
6252	מצר#3	[@V04] 1) to stretch oneself: see s.v. <i>mzr</i> [@N] 1) appellative for slave
6253	גנו	[@N] 1) disgrace
6254	גנה	[@N] 1) garden
6255	גנח	[@V01] 2) to groan [@V02] 3) to utter a trembling sound
6256	גנז	[@V04] 1) to become hidden [@V01] 1) to hide (trans.) [@N] 1.1) treasure chamber, treasury
6257	גני	[@V01] 1) to lie down 1.3) to sleep [@V03] 1) to have one lie down
6258	גנן	[@V03] 1) to protect 1.1) usually +<i> ˁl </i> [@N] 1) gardener
6259	ביקא	[@N] 1) gourd incisions
6260	הדא#2	[@R] 1) this (f.)
6261	זקן	[@V03] 1) to grow old 2) to make someone old
6262	חלשׁ#2	[@V04] 1) to become sick [@V01] 1) to be sick 2) to be weak 2.1) חלישׁ עלמא ל : impers. : to feel faint [@V03] 1) to sicken
6263	חלשׁ#3	[@V01] 1) to be smooth 2) to polish, to forge
6264	נשׂואין	[@N] 1) pl. tan.: marriage
6265	מקשׁי	[@N] 1) one who asks difficult questions (?)
6266	מרזח	[@N] 1) funerary banqueting society
6267	חליפין	[@N] 1) exchange
6268	מרזב	[@N] 1) spout, water pipe
6269	מרזל	[@A] 1) habitual
6270	מקטר	[@A] 1) congealed, curdled
6271	טיעה	[@N] 1) Arabic woman
6272	טיעא	[@N] 1) Arab
6273	ספק#2	[@V02] 1) part. pass. to be in doubt 2) to make something doubtful
6274	ספק#3	[@V01] 1) to strike
6275	חימוצתא	[@N] 1) a type of cloak
6276	עד שׁעתה ד	[@c] 1) until
6277	חטא	[@N] 1) sin 2) sin offering
6278	אדים	[@A] 1) (uncertain)
6279	קיין	[@N] 1) (unclear:San 27b)
6280	שׁרבט	[@V09] 1) to make a certain animal movement
6281	סמיצה	[@N] 1) pollen
6282	אריס	[@N] 1) tenant farmer
6283	ארית	[@N] 1) channel
6284	דרי#2	[@V01] 1) (?) [@N] 1) porter
6285	דרי#3	[@V04] 1) to be carried [@V01] 1) to carry, lift 2) to bear [@V03] 1) to stretch out the hand
6286	אריו	[@N] 1) (zool.) lioness
6287	פרקס	[@N] 1) bond
6288	אריך	[@A] 1) long 1.1) often in genitive constructions with its headword 1.2.1) אריכ וקטינ : idem. (lit. long and narrow) 1.3) tall 2) (gram.) conjunctive accent (see s.v. <i>ˀrk</i> vb.)
6289	אטלול	[@N] 1) jest
6290	קלשׁ	[@V01] 1) to reduce [@V03] 2) to reduce 3) to dissolve
6291	שׁבשׁ	[@V05] 1.1) to be mistaken [@V02] 1) to confuse, confound 1.1) to distort, corrupt
6292	רישׁ כורי	[@N] 1) an official
6293	שׁיהי פיהי	[@N] 1) idleness (?)
6294	סדי	[@A] 1) shackle maker
6295	סדן	[@N] 1.1) (bot.) trunk of a tree (dubious emend.; see <i>DJPA</i> s.v.) 1.2) סדנא דארעא : the base of the Earth 2) wheel 2.2) (<i>dpḥrˀ</i>) potter's wheel 2.3) דמיא : water wheel 3) anvil
6296	גפ#4	[@N] 1) (cave ??) 2) (?? an implement)
6297	לוג	[@V01] 1) to stammer [@N] 1) log ( a liquid measure)
6298	אפדן	[@N] 2) palace
6299	לוח	[@N] 1) tablet 1.1) esp. the tablets of the Law, Ten Commandments 1.2) board
6300	לוט	[@N] 1) curse [@V01] 1) to curse [@V02] 1) <i>layyeṭ</i> : to curse (pl.)
6301	בנקיו	[@X] 1) in decency
6302	לוך	[@V08] 1) see s.v. <i>lklk</i>
6303	לול	[@N] 1) spiral staircase
6304	לום	[@N] 1) (uncertain)
6305	קרחיני	[@A] 1) of GN
6306	תגרא	[@N] 1) case 2) strife
6307	לוע	[@N] 1) jaw 2) throat
6308	לוף	[@V01] 2) to join together
6309	לות	[@p] 1) towards (animates)
6310	נונ#2	[@N] 1) the letter <i>nun</i>
6311	סדק	[@V01] 1) to split something apart, cleave
6312	פרגזה	[@N] 1) upper garment
6313	מועד	[@N] 1) holiday 1.1) intermediate days of festival
6314	סדר	[@N] 1) order, rank 1.1.1) series 1.1.2) order of the Sabbath-evening prayers 3.1) pericope of the Torah reading 3.2) order of the Mishna [@V01] 1.3) to deal with one's concerns [@V03] 1) to arrange [@V02] 1) to arrange, to set in order 2) to recite a sequence
6315	דבשׁני	[@A] 1) of honey
6316	תגרו	[@N] 1) business
6317	אשׁפשׁנדי	[@N] 1) a type of business person
6318	מלוא	[@N] 2) sum
6319	פלישׁתי	[@A] 1) Philistine
6320	קרקבן	[@N] 1) craw, crop
6321	אנותא	[@N] 1) a small vessel
6322	איספקא	[@N] 1) goblet
6323	בוצריי	[@A] 1) of Bosra
6324	כבישׁ	[@A] 3) secret 5) pressed [@N] 1) path
6325	המין	[@N] 1) wide belt, girdle 1.1) as a symbol of military power
6326	ממלחי	[@A] 1) of Mamlah
6327	הלול	[@N] 1) wedding feast
6328	כחל#2	[@N] 1) udder
6329	מדל	[@N] 1) property
6330	בבא דאבולא	[@N] 1) panel of the city gate
6331	בטמה	[@N] 1) (bot.) terebinth, a species of pistacia
6332	ספוג	[@N] 1) sponge
6333	אמה#4	[@N] 1) lower millstone
6334	אמה#2	[@N] 1) maidservant
6335	מושׁקון	[@N] 1) musk
6336	גזירין	[@N] 1) shears
6337	ערפל	[@N] 1) dark cloud and/or fog
6338	מלח#2	[@N] 1) sailor 2) salt merchant (?) [@V02] 1) to steer
6339	ניסוך	[@N] 1) libation
6340	מדע	[@N] 1.1) knowledge
6341	קומפרומיסין	[@N] 1) compromise
6342	שׁארי	[@N] 1) silk 1.1) silk garment
6343	כלפי	[@p] 1) towards
6344	טטרג	[@V09] 1) to molest
6345	טרימא#2	[@N] 1) a spiced fruit concoction
6346	ממזר	[@N] 1) bastard
6347	תשׁמישׁ	[@N] 1) usage
6348	דינר	[@N] 1) denarius 2) pl.: coinage, money
6349	ביני ביני	[@X] 1) in the meantime 2) as a substantive: something characterized by having something in its middle
6350	טבות	[@X] 1) well, properly
6351	מוסכין	[@N] 1) musk
6352	מתקולה	[@N] 2) weight
6353	טבוס	[@N] 1) a type of ornament
6354	בתדירא	[@X] 1) constantly
6355	קוטף	[@N] 1) plucking off
6356	קסמ#3	[@N] 1) chip of wood
6357	סמיכו	[@N] 1) rabbinic ordination
6358	מתנ#2	[@N] 1) (uncertain)
6359	מתנ#3	[@N] 1) giving 1.1) מיסב ומיתנ : negotiation, commerce : see s.v. <i>msb</i>
6360	לגושׁ	[@N] 2) pine-needle wood
6361	מרד#3	[@N] 1) bread shovel
6362	מרד#2	[@N] 1) (zool.) a type of bird
6363	תמחתא	[@N] 1) hard vegetable matter
6364	גלטורא	[@N] 1) amulet charm, a type of writing
6365	בגר	[@V01] 2) intr.: to weaken, become ill [@V03] 1) to bruise, to harm
6366	אידרוטירון	[@N] 1) myrrh-water
6367	פשׁר#3	[@V01] 1) to tear loose
6368	פשׁר#2	[@V04] 1) to be paid [@V01] 1) to pay [@N] 2.3) pl. lukewarm water
6369	דורא דשׁנא	[@N] 1) gums
6370	קסום	[@N] 1) diviner
6371	חוטרא	[@N] 1) fold, enclosure
6372	דיור#2	[@N] 1) inn
6373	חוטרן	[@A] 1) hunchbacked
6374	חוטרי	[@A] 1) of Hatra
6375	פישׁון	[@N] 1) garden pea
6376	אפרח	[@N] 1) (zool.) young bird
6377	אגבא	[@X] 1) on top of
6378	בגד	[@N] 1) clothes, dress
6379	בגו	[@p] 1) within
6380	בדיקו	[@N] 1) examination
6381	דייטון	[@N] 1) an extended bonding course in a wall
6382	פרהגבן	[@N] 1) pl. watchmen
6383	אימם	[@N] 1) daytime
6384	תרייה	[@N] 1) Monday
6385	עלעול	[@N] 1) storm wind
6386	גיריתא	[@N] 1) (zool.) a type of fish
6387	דבורי	[@N] 1) bee, hornet
6388	צניעו	[@N] 1) modesty 1.1) privacy
6389	ריקן	[@A] 1) empty 2.1) empty-handed
6390	ציעור	[@N] 1) trouble, bother
6391	טרסי	[@A] 1) Tarsian
6392	פסיס	[@A] 2) broken
6393	לוקן	[@A] 1) white (?)
6394	כעך	[@N] 1) a type of dry cake
6395	עטושׁיי	[@A] 1) of Atosh
6396	תשׁלומין	[@N] 1) payment , compensation
6397	לגבי	[@p] 1) towards someone's position 2) next to 3) as regards, in the matter of
6398	תיר#3	[@N] 1) ox-driver
6399	קרקשׁ	[@V09] 2) to make a noise by smashing things together
6400	מחלייה	[@N] 1) sweetness
6401	כעס	[@V01] 1) to be angry [@V03] 1) to provoke to anger [@N] 1) anger
6402	לפרוטאטי	[@N] 1) capital city
6403	סיומ#2	[@N] 1) concluding session of the academy (?)
6404	הילוזא	[@N] 1) looped up portion of a cloak
6405	צוח	[@V04] 1) to be called [@V01] 1) to cry out 1.1) to complain 2) to call something, term 3) to invite 4) impers. w. <i>l_</i> : to be in pain [@V03] 2) to cause to shout [@V02] 1) to shout
6406	קטמ#2	[@V01] 1) to be turned to ash 2) to turn something into ashes
6407	תגדא	[@N] 1) staff, crutch
6408	איסד	[@N] 1) head-rest
6409	טעון	[@N] 1) load, burden 1.1) (bot.) amount of fruit on a tree 2) fig. : hardship
6410	שׁולי#2	[@N] 1) apprentice
6411	שׁלחף	[@V09] 2) to make overlap 2.1) to lay crosswise
6412	איסר	[@N] 1) (theol.) angel 2) genius, i.e. the attendant spirit of a person or place
6413	לעלם	[@X] 1) forever
6414	רחצ#2	[@V01] 1) to bathe
6415	רקד#2	[@V01] 1) to sift
6416	קלווסיס	[@N] 1) order, command
6417	בירדוגא	[@N] 1) (?)
6418	דיסקא	[@N] 1) official document
6419	חצצה	[@N] 1) arbitration (?)
6420	אבדה	[@N] 1) something lost
6421	אפיקלוטורין	[@N] 1) (uncertain)
6422	טצרק	[@N] 1) trick, subterfuge
6423	כני	[@V05] 2) to be named [@V02] 3) to modify an expression
6424	עגל	[@V04] 1) to roll around [@V01] 2) to make round [@N] 1) calf 2) (astron.) name of two stars, part of a constellation
6425	סנטירו	[@N] 1) watchman's wage
6426	בית כרב	[@N] 1) arable field
6427	גלדי	[@N] 1) leather worker
6428	גלדן	[@N] 1) (zool.) a small fish
6429	כנס	[@V01] 2) to marry
6430	כנע	[@V04] 2) to humble oneself 2.1) to bow [@V01] 1) to bend down [@V03] 2.1) to humble
6431	כנף	[@N] 1) wing 3) bosom, lap
6432	כנר	[@N] 1) lyre, stringed instrument
6433	כנת	[@N] 1) colleague
6434	קרה	[@N] 1) biblical verse 2) Bible, scripture
6435	פודגר	[@N] 1) (unclear)
6436	קרא	[@N] 1) (bot.) pumpkin, gourd, melon
6437	קרב	[@V05] 1) to approach 4) to be a relative (l_) [@N] 1) war, battle [@V01] 1) to approach, to be near 2) to touch 3.1) על to complain about 4) to lead prayers [@V03] 1) to bring near, present [@V02] 1) to bring, bring near 2) to offer, dedicate 4) to save from judgment
6438	קרם	[@V04] 2) to form a film (or <i>aphel</i>?) [@N] 1.1) felt or felt-like soft material 2) membrane
6439	קוקיון	[@N] 1) a river name
6440	קרן	[@N] 1) horn 1.1) (music) as a wind instrument 1.2) as the horn-shaped protrusion on the corners of an altar 2) corner 2.2.3) (insect) antenna 2.3) בי קרנתא : meridian 2.4) cusp of the Moon 3) capital funds, principal, intrinsic value
6441	קרט	[@N] 1) quarter of shekel [@V02] 1) to eat a quick meal while traveling
6442	קרי	[@V04] 1) to be called 1.2) to be named, termed 1.2.1) w. <i>šm</i> as subj. [@V01] 1) to call 1.2) to name 2) to read 2.1) to study 2.2) על: to apply a biblical verse to someone 3.1) to crow [@V03] 2.1) to teach by having students read [@N] 1.1) specifically a nocturnal emission
6443	אמי	[@N] 1) ammi, Bishop's weed
