2397	טרס	[@V01] 1) to go around [@V03] 1) to carry around [@N] 1) network of straps of sandals
2398	טרק	[@V01] 1) to sting, bite 1.1) to strike 2) fig.: to bolt together firmly
2399	פרח#2	[@A] 1) transient
2400	משׁמד	[@N] 1) apostate, excommunicated
2401	פסקית	[@X] 1) cross-wise
2402	משׁמע	[@N] 3) (logic) logical meaning
2403	גל#5	[@N] 1) door
2404	גל#4	[@N] 1.2) straw, dried plant
2405	בני בי	[@N] 1) wives
2406	כתיבייה	[@N] 1) scripture 2) traditional spelling of biblical words
2407	גזלן	[@N] 1) robber
2408	טרד	[@V04] 1) to be expelled 2.2) to be troubled or preoccupied 2.2.1) to make an error 3) to quarrel [@V01] 1) to drive out 1.2) to trouble 1.3) to disperse 2) to shut up, to confine 2.1) to close 2.2) p.p. : engrossed, preoccupied
2409	טרב	[@V03] 1) to produce leaves
2410	טרח	[@V04] 1) to be difficult [@V01] 1) to take pains in doing something, toil [@V03] 1) to beg persistently 2) to strain 3.1) to trouble [@N] 2) labor
2411	טרז	[@N] 1) embroiderer
2412	טרו	[@N] 1) resinous gum
2413	שׁודך	[@N] 1) tranquility
2414	אופן	[@N] 1) Ophanim, section of morning prayers 2) wheel of Ezekiel's vision in chapter 1
2415	חרפד	[@N] 1) bat
2416	מבוי	[@N] 1) alley, lane
2417	בי אתון	[@N] 1) oven
2418	מבול	[@N] 1) the Deluge
2419	בור#2	[@N] 2) small cavity 2.1) female pudenda
2420	בר אתר	[@N] 1) local inhabitant
2421	צובע	[@N] 2) dyed garment
2422	ניטרון	[@N] 1) (chem.) niter
2423	בת ארעא	[@N] 1) gout
2424	ההוא	[@R] 1) that one (m.) 1.1) ההוא גברא : that man = you
2425	עינוי	[@N] 1) affliction, suffering
2426	דחדה קרן	[@N] 1) one horned animal
2427	אודורודוסטין	[@N] 1) (uncertain)
2428	כרבלה	[@N] 1) a type of head covering 2) cock's comb
2429	מבור	[@N] 1) ferry man
2430	טרטן	[@V09] 1) to ride in a balanced manner
2431	עודד	[@N] 2) tuft of wool 2.1) used as stuffing material
2432	מבוע	[@N] 1) spring, source
2433	אפוכי	[@N] 1) reward
2434	סורא	[@N] 1) bitter herb
2435	שׁלק	[@V01] 1) to cook [@N] 1) boiling 2.1) boiled down vegetables
2436	שׁלקין	[@N] 1) cooked vegetables
2437	יאי	[@A] 1) beautiful 2) suited, fitting
2438	טרימיסין	[@N] 1) tremissus (coin)
2439	טלום	[@N] 1) oppression
2440	גשׁושׁי	[@N] 1) sounder
2441	יברוח	[@N] 1) (bot.) mandrake
2442	כסיפו	[@N] 1) shame
2443	טרקטה	[@N] 1) piece of dough
2444	כל אימת	[@X] 1) whenever
2445	נטיל	[@A] 1) heavy
2446	נשׁמה	[@N] 2) soul, life force 2.1) w. נפק: to die
2447	אלתר	[@X] 1) immediately, on the spot 1.1) לאלתר : see s.v. <i>lˀltr</i> adv. 1.2) מאלתר, מנ אלתר: from that moment on
2448	איזאר	[@N] 1) veil, shawl
2449	אבידן	[@N] 1) pagan temple
2450	רגב	[@N] 1) clod of earth
2451	ולי	[@X] 1) (it is) fitting
2452	ולד	[@N] 1) fetus 2) newborn
2453	קורבן	[@N] 1) sacrifice 2) gift
2454	דיס	[@N] 1) a kind of porridge
2455	שׁותא#2	[@N] 1) trap
2456	שׁבשׁ#3	[@V02] 1) to assess or collect agricultural taxes
2457	דית	[@V02] 1) to mark with black ink
2458	דיר	[@N] 1) dwelling 4.1) shed
2459	שׁאילה	[@N] 1) question 2) request, desire
2460	קורבא	[@N] 2) proximity, closeness 3) relationship, kinship
2461	פחשׁ	[@V01] 1) to squash
2462	גיהי	[@X] 1) flame-red
2463	מערוקי	[@A] 1) fleeing
2464	גרמה	[@N] 1) gram
2465	אהמר	[@N] 1) number
2466	מנגן	[@N] 1) instrument of torture
2467	זקפ#2	[@N] 1.1) straight arm 1.2) an instance of hanging 2) erect position
2468	דיו	[@N] 1) black ink
2469	דיי	[@X] 1) enough
2470	דין	[@R] 1) this one 1.1) דין לדין, דין עם דין, etc. : to/with one another [@N] 1) judgment 1.1) literal: holding to account 1.1.1) Final Judgment day 7) w. יומ : weekday 2) lawsuit 2.1) see s.v. <i>bˁ ldyn</i> 3) justice, law 4) cause, case 5) torture 6) exegesis of scripture
2471	סריקו	[@N] 1) vanity, worthlessness
2472	זבורה#2	[@N] 1) hornet
2473	מתיבה#2	[@N] 1) reply 2) subject of discussion
2474	פרנדא	[@N] 1) a type of silk
2475	דימוי	[@N] 2) comparison
2476	כוורדיקרא	[@N] 1) cook
2477	בארג	[@A] 1) (uncertain) [@N] 1) horse
2478	על מנת	[@p] 1) for the purpose of [@c] 1) with the intention that 2) on condition that
2479	קטל#2	[@N] 1) killing, execution
2480	לתך	[@N] 1) a grain measure
2481	מכחל	[@N] 1) tool for painting the eyes with kohl
2482	גלשׁין	[@N] 2) hair arrangement with bare spots (?)
2483	בנוי#2	[@N] 1) architect, builder
2484	לתא	[@N] 1) fellowship 2) luck
2485	נפתי	[@A] 1) Nabatean
2486	עמורי#2	[@N] 1) wool dealer
2487	דגלת	[@N] 1) The Tigris
2488	סבכ#3	[@V01] 1) to plait, to weave
2489	בחר	[@V04] 1) to be chosen [@V01] 1) to choose [@V03] 1) to cause to choose (?) [@V02] 2) to examine, certify
2490	שׁגר	[@V03] 1) to make move across 2) to skip over [@V02] 1.1) to send off
2491	כרוסטוקטולין	[@N] 1) turret of gold (ornament)
2492	כל הכי	[@X] 1) all this
2493	נידויא	[@N] 1) excommunication
2494	בלני#3	[@N] 1) bath-keeper
2495	בלני#2	[@N] 1) bathing clothes
2496	סוגייני	[@N] 1) pl. twigs
2497	פומבייני	[@N] 1) pl. seam between garment and its border
2498	נזק#2	[@V01] 1) to vow (an artificial word)
2499	סוכי	[@A] 1) of Socho
2500	בני#4	[@N] 1) bath-keeper
2501	בלמ#2	[@N] 1) guard, protection
2502	סוכה	[@N] 1) branch
2503	בני#3	[@N] 1) architect, builder
2504	מנטר#2	[@N] 1) guard
2505	ריפה	[@N] 1) bread baked in ashes
2506	דינמוס	[@N] 1) power
2507	עינן	[@A] 1) having large eyes
2508	אפרקיד	[@X] 1) supine
2509	עגיל	[@A] 1) round 1.1) convex
2510	נכיתא	[@N] 1) deduction against a loan secured by property
2511	לופה	[@N] 1) coupling (?)
2512	ביניין	[@N] 1) building
2513	צלחה	[@N] 1) headache
2514	קדשׁנון	[@N] 1) (zool.) a species of fish
2515	צפיר	[@N] 1) he-goat
2516	אוקסא	[@N] 1) corner area
2517	עולבן	[@N] 1.1) humiliation, insult, injustice
2518	פדופסל	[@N] 1) foot bracelet
2519	צנפ#2	[@V01] 1) to neigh 2) to shriek
2520	קק#2	[@N] 1) throat
2521	אבזה	[@N] 1) gathering of peah
2522	פלגו	[@N] 1) half 3) discord 3.1) difference of opinion
2523	נרזבא	[@N] 1) drain pipe, gutter
2524	אריסו	[@N] 1) tenantship, tenancy
2525	הנדקוק	[@N] 1) (bot.) a type of clover
2526	אריסט	[@N] 1) banqueter
2527	פרקדן	[@X] 1) on one's back
2528	אבזר	[@N] 2) pl.: accessories, appurtenances
2529	דקדק	[@A] 1) very small, fine [@V09] 2) to be exacting
2530	תכשׁיט	[@N] 1) ornament, jewelry
2531	איצא	[@N] 1) algae, seaweed
2532	כדין	[@X] 1) so, thusly
2533	כדיב	[@A] 1) false
2534	אפילו	[@c] 1) even
2535	מגיזה#2	[@N] 1) arbitrary decision
2536	דיספק	[@N] 1) mule drawn wagon
2537	מהסאריק	[@A] 1) pertaining to intestinal membrane 2) artery
2538	לגו מן	[@p] 1) inward from (a point or periphery) 2) inside
2539	עינתיניי	[@A] 1) of Ein Teina
2540	פרסתק	[@N] 1) royal guard or messenger
2541	עצרה	[@N] 1) holiday, Shavuot
2542	עויר	[@A] 1) blinded, blind 1.1) blind in one eye
2543	זיפנו	[@N] 1) forgery
2544	באמצע	[@p] 1) in the middle of
2545	בזמנ ד_	[@c] 1) when
2546	יסמא	[@N] 1) jasmine
2547	טרימיס	[@N] 1) tremis
2548	על כורח_	[@p] 1) against the will of 1.1) בעל כורח : id.
2549	גמולה	[@N] 1) herd of camels
2550	קטא ליפטה	[@X] 1) by the piece
2551	אריסטון	[@N] 1) meal, banquet
2552	פטיגריס	[@N] 1) (unclear:PRK 370)
2553	כרכושׁה#2	[@N] 1) bellwether
2554	בי כורסי	[@N] 1) a large lounge chair
2555	טיגריס	[@N] 1) (zool.) tiger
2556	חלט	[@V04] 1) to be(come) inalienable [@V03] 2) to declare permanent ownership [@V02] 1) to confiscate
2557	חלי	[@A] 1) sweet 2) pl. bitter herbs (euph. 'sweet things') 3) (coin) unsullied (?) [@N] 1) secretion [@V02] 1) to make sweet
2558	רוח	[@V03] 1) to smell (trans.) [@N] 1) wind 1.1) fig. : direction, cardinal point 2) spirit
2559	חלל	[@N] 1) cavern, cavity 2) hole, hollow place 3.1) the inside contents of something [@V01] 1) to wash [@V03] 1) to forgive 3) to relinquish rights [@V02] 1) to cleanse, to wash
2560	חלם	[@V01] 1) to dream [@N] 1) dream
2561	רוד	[@N] 1) (bot.) a type of myrtle
2562	ספיקה	[@N] 1) doubt
2563	חלב	[@V01] 1) to milk [@N] 1) milk
2564	רון	[@V04] 1) to take into consideration (??)
2565	חלה	[@N] 2) <i>ḥalla</i>, the priest's portion of dough
2566	רוי	[@V01] 1) to be sated with drink 1.1) to be drunk 2) to be moistened [@V03] 1) to offer drink 1.1) to make drunk
2567	כליל	[@N] 1) crown 1.1) crown tax 1.2) woman's headdress 2.1.3) wreath 4) (bot.) <syr>kly_l malkA)</syr> : melilot
2568	רוק	[@N] 1) spittle 3) name of a demon
2569	דיכא	[@N] 1) cut off fan-shaped frond of the date-palm
2570	שׁגרון	[@N] 1) slope (hapax: rd. מדרונ?)
2571	חלף	[@V05] 2) to alternate 3) to be changed, exchanged 3.1) to be reversed [@N] 1) (bot.) a type of reed or grass: perh. 'love grass' = Eragrostis cynosuroides [@V01] 1) to pass by [@V03] 1.1) to do the reverse, switch [@V02] 1) to exchange
2572	חלץ	[@V01] 1) to take off shoes or clothes 1.1.1) to bare the shoulder in mourning 2) to extract 3) to perform the <i>ḥaliṣah</i> ceremony 3.1) to arrange such a ceremony
2573	חלק	[@V01] 1) to apportion, divide [@N] 1) portion
2574	כרוכ#3	[@N] 2) bundle
2575	סגלתא	[@N] 1) (bot.) an aromatic riverside grass
2576	אקשׁ	[@V01] 1) to become hard
2577	פנחי	[@N] 1) protection
2578	שׁבועייה	[@N] 1) shavuot
2579	דשׁנג	[@N] 1) double-edged blade
2580	דימוסין	[@N] 1) public bath
2581	יובשׁן	[@N] 1) dryness, drought
2582	מזיק	[@N] 1) (magic) a type of demon
2583	ארדבא	[@N] 1) darabukka: a kind of drum
2584	מרגני	[@N] 1) pearl 3) precious object
2585	על פם	[@p] 2) according to
2586	כשׁכשׁ	[@V09] 1) (uncertain)
2587	מזיג	[@N] 1) dilluted wine
2588	בפרהסיא	[@X] 1) publicly
2589	אפותיסיס	[@c] 1) on condition that
2590	פסטילוס	[@N] 1) small loaf of bread etc.
2591	צליב	[@N] 1) pole for hanging or impaling
2592	לייד	[@p] 1) towards
2593	לייא	[@X] 1) whither
2594	כיפורין	[@N] 1) atonement, <i>kippurim</i>
2595	צינה	[@N] 1) cold 1.1) cold weather
2596	גרשׁ#2	[@V05] 1) to be divorced [@V02] 1) to divorce
2597	כלבה#2	[@N] 2) a type of stitch
2598	ציני	[@N] 1) callus
2599	אונס	[@N] 1) act of force 1.2) unavoidable compulsion 1.2.1) accident
2600	תיהא	[@N] 1) breath, vapor
2601	כנדא	[@N] 1) (anat.) a small growth on an organ
2602	זבל	[@V05] 1) to be manured [@N] 1) dung, manure 2) excrement [@V02] 1) to manure
2603	תלשׁ	[@V01] 1) to pluck out 2) to tear out [@V02] 1) to tear out, uproot
2604	סיפלני	[@N] 1) compress
2605	טבילו	[@N] 1) ritual immersion
2606	טבילה	[@N] 1) immersion
2607	אוני	[@A] 1) inhabitant of Ono [@N] 1) deed of sale 2) retribution
2608	מגיסתא	[@N] 1) (uncertain)
2609	קיריס	[@N] 1) the Lord
2610	נקירה	[@N] 1) cave, tunnel
2611	מחתרה	[@N] 1) breach
2612	מפטרא	[@N] 1) dismissal
2613	פצל	[@V05] 2) to be split 3) to be branched [@V01] 1) to split
2614	רוח#2	[@V05] 4) to have one's child delivered [@V01] 1) to be spacious [@V03] 1) to give space to 1.1) to widen 2) to aid, bring relief 3) to profit
2615	רוח#3	[@V03] 1) to wash (?) [@N] 1) comfort, relief, convenience 2) space, room 2.3) precaution in a legal matter
2616	קשׁורה	[@N] 1) (?)
2617	ארך	[@V01] 1) to be prolonged [@V03] 1) to make long 2) (gram.) p.p. : connected to a previous or following word by an appropriate accent mark 3) to wait a period of time 4.1) to be tall
2618	ארי	[@V05] 1) to specify (?) or be specified(?), raise an objection (?) [@V01] 1) to argue or stipulate [@V03] 1) (see s.v. etpa) [@N] 1) (zool.) lion 2) fig. pl. : great men
2619	קשׁור	[@N] 1) binding 2) pl.: stilts
2620	ארן	[@N] 1) box, chest
2621	אכלא טינא	[@N] 1) (zool.) parasitic worm on fish (lit. clay eater)
2622	ארד	[@N] 1) (bot.) mushroom
2623	ארג	[@V01] 1) to weave [@N] 1) only in שׁפר ארג : choice, best
2624	ארב	[@V01] 1) to lurk
2625	ארא	[@N] 1) decoy animal
2626	ארח	[@N] 1) traveller, guest 1.1) ארחא ופרחא : transient guest
2627	ארז	[@N] 1) cedar
2628	שׁיסקי	[@N] 1) (bot.) plums
2629	ארמי	[@A] 1) Aramaean 2) gentile
2630	קשׁוי	[@N] 1) difficulty
2631	קשׁוט	[@N] 1) honesty, truth 2.1) rightful appurtenance 3) adv./interj.: truly!
2632	ארע	[@V04] 1.1) איתארע ליה מילתא : euph. for to die [@V01] 2) to occur [@N] 1) ground 2) land, country 3) the Earth 3.1) in the expression "Heaven and Earth" 4) soil 4.1) piece of land, field
2633	ארס	[@V05] 1) to be betrothed [@N] 1) poison, venom [@V01] 1) to betroth a woman [@V02] 1) to betroth
2634	פתרנ#2	[@N] 1) explanation
2635	בהריק_	[@p] 1) instead of
2636	גיגי	[@N] 1) vessel, tub
2637	ברקת	[@N] 2) a type of demon
2638	תמוז	[@N] 1) Tammuz (June/July)
2639	פרסוע	[@N] 1) (bot.) a type of lupine
2640	מנ קודם	[@p] 1) before, in front of 1.1) in the presence of -> due to
2641	פלייה	[@A] 1) old [greek]
2642	ביבני	[@N] 1) bathhouse
2643	אספרגל	[@N] 1) (bot.) quince
2644	ספר מתא	[@N] 1) a regional official
2645	רדיף	[@A] 1) rapid moving
2646	קיצו	[@N] 1) fixed length of time 2) definite sum
2647	בוסייה	[@N] 1) willful negligence
2648	משׁיכלא	[@N] 1) wash basin
2649	בי בדא	[@N] 1) (wine)press
2650	לגו	[@X] 2) within, inside [@p] 1) towards, into 2) within
2651	גריעו	[@N] 2) inferior status 2.1) disadvantage
2652	גריע#2	[@A] 2) fig.: inferior
2653	מעצרה	[@N] 1) winepress
2654	יוקר	[@N] 1) weight 1.1) high price, expensiveness 1.2) heaviness
2655	רתת	[@V05] 1) to be frightened [@V01] 1) to tremble [@V03] 1) to make tremble [@N] 1) trembling
2656	זהר#2	[@N] 2) bright light
2657	רתח	[@V04] 1) to be seething [@V01] 1) to be hot 2) to boil over 3) fig.: to be excited 3.1) to be angry, indignant [@V03] 1) to bring to a boil 1.1) to melt something 2) fig.: to excite [@N] 1) hot object 1.1) pl. boiling water : see s.v. <i>rtḥyn</i> 2) fig. 2.1) anger 3) pestilence
2658	זהר#4	[@N] 1) venom 2) anger
2659	לגס	[@V02] 1) to stammer
2660	גובה#2	[@N] 1) tube 2) channel
2661	שׁלקוק	[@N] 1) upper peel of melon
2662	מתקלה	[@N] 1) weight
2663	אכונגר	[@N] 1) table steward
2664	ארגון	[@N] 1) purple
2665	פוטי	[@N] 1) (zool.) small fish or reptile
2666	פרוזבול	[@N] 1) <i>prozbul</i>
2667	בטיל	[@A] 1) useless 1.1) abolished, annulled 1.2) void, eliminated [@N] 1) idleness
2668	צפד	[@V01] 1) to weave
2669	בטין	[@A] 1.1) pregnant
2670	טבוע#2	[@N] 1) one who stamps
2671	סתר#3	[@V01] 1) to wind on a spindle [@N] 1) destruction 1.1) physical
2672	סתר#2	[@V05] 1) to hide oneself
2673	בטיח	[@N] 1) melon
2674	מחוזי	[@A] 2) of Mahoz
2675	עכבר	[@N] 1) mouse, rat
2676	אנטיפוט	[@N] 1) proconsul
2677	צפר	[@V01] 1) (?) [@N] 1) morning
2678	כנשׁ	[@V05] 1) to be assembled [@V04] 2) to die [@N] 3) sweepings [@V01] 1) to gather, collect together (trans) 1.1) to sweep up [@V02] 1) to gather, collect, assemble (trans.)
2679	ניותי	[@A] 1) Nabatean
2680	צדד#2	[@V03] 1) to tilt something on its side 1.1) to turn oneself sideways [@V02] 1) to tilt something on its side 1.1) (arrow) to fell someone 2) to turn oneself to the side
2681	זעם	[@N] 1) anger
2682	טננ#2	[@V02] 1) to moisten
2683	בטויטה	[@X] 1) (uncertain)
2684	פסל#2	[@V01] 1) to cut, hew stone
2685	גניחו	[@N] 3) sound made by an animal in fright
2686	ברד	[@N] 1) hail
2687	פעיה	[@N] 1) quarrelsome woman
2688	שׁדרו	[@N] 2) (?)
2689	אפיטרופא	[@N] 1) administrator, prefect 2) guardian 3) agent
2690	גזיתא	[@N] 1) path
2691	מרחשׁון	[@N] 1) Marcheshwan (October/November)
2692	דקדיק	[@A] 1) small
2693	איסטיכרין	[@N] 1) tunic
2694	ברך	[@V05] 1) to be blessed [@N] 1) knee [@V02] 1) to bless 1.1) to praise ( God or another divinity) 1.2) to call down divinity's blessing upon (person) 2) to recite a benediction
2695	פיל#2	[@N] 1) (bot.) a type of plant
2696	רקב#2	[@N] 1) corrosion
2697	פיל#4	[@N] 1) split, crack
2698	שׁבט#2	[@N] 1) beating, pressing
2699	שׁבט#3	[@N] 1) Shebat (January/February)
2700	תקוע#2	[@N] 1) one who blows the shofar
2701	כונדתא	[@N] 1) (zool.) mule
2702	ן	[@s] 2) number 50
2703	כברי	[@V09] 1) to treat with sulfur [@N] 1) sulfur
2704	קבע#2	[@V01] 1) to overpower, to rob
2705	פרפרנון	[@N] 1) additional marriage money
2706	רחמין	[@N] 1) mercy 1.1) with <i>bˁy</i> : to pray for help
2707	רכבא	[@N] 1) an arrangement of palms
2708	בית זיתא	[@N] 1) olive garden
2709	מזק	[@N] 1) damage
2710	שׁטח	[@V05] 1) to prostrate oneself [@V01] 1) to spread out something
2711	בר זרע	[@N] 2) place suitable for sowing, arable field
2712	מוסנוי	[@A] 1) middle, intermediate
2713	מקני	[@N] 1) bundle of reeds
2714	אולימרידי	[@N] 1) the entire day
2715	שׁיעור	[@N] 1) size 1.1) amount 2) standard measure
2716	מזה	[@N] 1) hair
2717	מזג	[@V04] 1) to be mixed [@V01] 1) to mix liquids together 1.1) to mix a vessel with liquids 2) to mix wine with water [@N] 1) mixed wine 3) metaph.: male seed 4) fig.: temperament
2718	הודיא	[@N] 1) a type of hawk
2719	בוטי#3	[@N] 1) a nonsense word as part of a popular etymology for פרוסבול; q.v.
2720	ריחתן	[@A] 1) fragrant
2721	מזל	[@N] 1) constellation 2) luck, destiny 3) elemental spirit, guardian angel
2722	בפריע	[@X] 1) quickly
2723	פרפריין	[@N] 1) a type of food, dish
2724	אוכלן	[@N] 1) one who eats a lot
2725	דילני	[@A] 1) special, proper, personal
2726	בירבי	[@N] 1) important person
2727	קינה	[@N] 1) liturgical song 1.2) dirge
2728	עובר#2	[@N] 1) fetus
2729	תכסי	[@N] 1) garment, clothing
2730	כשׁשׁ	[@V06] 1) to be driven off [@V03] 1) to drive away pests by waving
2731	מטלעו	[@N] 2) lameness
2732	מאן	[@N] 1) vessel 2) instrument, utensil 2.3) colter of a plow 3) garment
2733	מאי	[@R] 1) what? 2) w. ד_ : rel. pron. : that which
2734	מאך	[@V01] 2.2) to lower
2735	מאה	[@b] 1) hundred
2736	מקזנ#2	[@N] 1) bloodletter
2737	מחבר	[@A] 1) darkened
2738	בי קברי	[@N] 1) cemetery
2739	גושׁה	[@N] 1) siphon 1.1) בת גושׁתא : small siphon
2740	שׁושׁבינו	[@N] 1) office of groomsman
2741	רוקעה	[@N] 1) piece of cloth
2742	אהילא	[@N] 1) (uncertain)
2743	קנאה	[@N] 1) jealousy, rancor
2744	מרי מצוון	[@N] 1) charitable person
2745	גושׁק	[@N] 1) palace or pavilion
2746	גושׁף	[@N] 1) rough cloth, felt
2747	אפסרא	[@N] 1) halter 2.1) w. אותב: to punish 2.2) אפסירא דארעא : possession of land
2748	איסמטה	[@N] 1) alley
2749	כתון	[@N] 1) tunic 2) fig. : membrane covering an organ
2750	כתוב	[@N] 1) writer
2751	מחבל	[@N] 2) destroying angel
2752	מאס	[@V04] 1) to become repulsive [@V01] 2) p.p. : repulsive [@N] 1) (uncertain)
2753	מחבט	[@N] 1) blow
2754	שׁכינה	[@N] 3) fig.: <i>Shekinah</i>, the Divine Presence
2755	קיטון	[@N] 1) inner chamber, bed chamber
2756	כאכא	[@N] 1) (bot.) a type of reed
2757	סיפוסק	[@N] 1) coarse meal
2758	דכרו	[@N] 1.1) male genitals 1.1.1) fig.: the tip of the ram's horn 2.2) fig.: source, fountain 2.3) fructifying potentiality
2759	אלבן	[@N] 1) (uncertain)
2760	קורפדה	[@N] 1) a type of jar
2761	לפדין	[@N] 2) a prepared dish (?)
2762	פריזומא	[@N] 1) girdle
2763	קיטור	[@N] 2) fumigation
2764	איידילן	[@N] 1) (uncertain)
2765	מגולגל	[@A] 1) poached (egg)
2766	חיבולי	[@N] 2) fig. : something extra
2767	מלטום	[@N] 1) honey cake
2768	קרקן	[@N] 1) amphora
2769	אשׁרתא	[@I] 1) strength! [@N] 1) (uncertain)
2770	טבעון	[@N] 1) likeness(?)
2771	זריע	[@A] 1) sown
2772	ים	[@N] 1) sea 2) lake
2773	יל	[@N] 1) hedgehog
2774	קירקני	[@N] 1) (uncertain)
2775	יד	[@N] 1) hand 2) arm 3) power, control 4) possession 4.1) lit. 4.1.1) <i>ˁl yd</i> (= <i>byd</i> q.v.) : in the hand of someone as a messenger or carrier 4.2) fig. 6.3) <i>šlḥ yd</i>: to attack, take aggressive action against 6.4) <i>mḥy yd</i>: to stop someone from doing something 6.8) <i>mn ydˀ lydˀ</i> : from one hand to the other, face to face, in person 6.9) נפק ידי חובה : to fulfill an obligation : see s.v. <i>ḥwbh</i>
2776	אקנתא	[@N] 1) change in vegetation color (?)
2777	ית	[@p] 1) accusative particle 2) as a demonstrative pronoun : see s.v. <i>yt_</i> pron. 3) introducing indirect objects
2778	אותנין	[@N] 1) linen garment
2779	זריז	[@A] 1) swift 1.2) scrupulous, diligent
2780	דברי	[@N] 1) leader
2781	תמני	[@b] 1) eight
2782	ראשׁ גלותא	[@N] 1) exilarch
2783	משׁמשׁנ#2	[@N] 1) servant, attendant
2784	גמל#6	[@N] 1) teaming arrangement 2) small bridge
2785	קרקע	[@N] 1) land, ground
2786	קרקף	[@N] 1) skull, bald head 2) קרקף גברי : per individual
2787	קרקר	[@V09] 1.1) of cows
2788	סגי#3	[@V05] 1) impersonal construction : to be able to walk [@V01] 1) to go, walk 2) to be current, valid [@V02] 1) to walk about 2) w. ב_ : to act in a manner, engage in
2789	פלגי#2	[@N] 1) disputer
2790	זליל	[@A] 2) cheap
2791	באזיאר	[@N] 1) falconer
2792	בושׁכי	[@N] 1) word in a charm formula
2793	פהרגבנא	[@N] 1) royal guard
2794	אודנא	[@N] 1) bath-tub
2795	זהיר#3	[@A] 1) bright
2796	בר אנשׁ	[@N] 1) man, person
2797	זביל#2	[@N] 1) shovel
2798	קשׁט#2	[@V02] 1) to bedeck, adorn with beauty 2) to prepare 2.1) w. תכא: to set the table = to prepare for sexual intercourse
2799	קשׁט#3	[@V01] 1) to do right, be truthful [@N] 1) true, honest person
2800	מלפן	[@N] 1) teacher
2801	בבי	[@N] 1) pupil (of eye)
2802	די#2	[@R] 1) this
2803	גרגרה	[@N] 2) throat, gullet
2804	דיסקתא	[@N] 1) market town
2805	גרגרן	[@A] 1) lavish: gluttonous
2806	מסטובי	[@N] 1) bench
2807	ניסכא#2	[@N] 1) thread from a weave
2808	חתום	[@N] 1) signer, i.e. witness to a document 1.1) specifically one who signs as witness with a seal
2809	חתר#2	[@V04] 1) to be broken into
2810	חתוך	[@N] 1) cutting 2) slit
2811	פטור	[@N] 1) exemption
2812	מזוזה	[@N] 1) mezuzah: Pentateuchal text attached to the doorpost
2813	כסל#2	[@N] 1) Orion
2814	ספסירו	[@N] 1) brokerage
2815	הלא	[@X] 1) affirmative particle
2816	טרז#2	[@N] 1) embroidery
2817	לגמרי	[@X] 1) entirely
2818	הלך	[@V05] 1) to walk about [@V01] 1) to go, to proceed 1.1) literally: to move from one place to another 1.1.1) w. inanimate subject 1.1.2) in the ethical dative construction 1.2) to move from one state to another 1.2.1) to die 2) to behave, act 2.1) w. <i>b_</i> : to follow a way 2.1.1) to undertake an action 2.1.1.1) as co-verb : to go and ... [@V02] 1) to walk
2819	עקרוקה	[@N] 1) frog 1.1) ברקרקתא &lt; בר עקרוקתא
2820	שׁסטם	[@V09] 1) to shackle
2821	אציל	[@N] 1) elbow
2822	מעטן	[@N] 1) olive vat
2823	שׁרונא#2	[@N] 1) (bot.) a type of pomegranate
2824	צוורתא	[@N] 1) kidneys
2825	טילא	[@N] 1) a type of wine
2826	קטור	[@N] 1) smoke
2827	ורשׁין	[@N] 1) dove
2828	שׁהי#2	[@V01] 1) to grow faint, be extinguished 2) to languish
2829	שׁכנן	[@N] 1) person with drooping eyelids
2830	קטון	[@N] 1.1) thin part
2831	קטול	[@N] 1) murderer
2832	אציץ	[@N] 1) pot, vessel
2833	מציעי	[@A] 1) middle
2834	שׁבור אנדרפיטא	[@N] 1) (zool.) a forbidden bird
2835	נפרזא	[@N] 1) hyena
2836	מציעה	[@N] 1) middle
2837	מציעו	[@N] 1) middle
2838	קוף	[@N] 2) fig. : eye of a needle (based on its shape?)
2839	קוע	[@N] 2) neck 2.1) windpipe
2840	אוותינט	[@A] 1) authentic, authoritative
2841	קוק	[@N] 2) clay brazier
2842	רישׁ כרכי ימא	[@N] 1) chief of the "cities of the sea"
2843	איני	[@I] 1) is it not so?
2844	עינוני	[@N] 1) lobe
2845	מדל#4	[@N] 2) absorbing
2846	איסטפניני	[@N] 1) carrot
2847	קירו	[@N] 2) mass of sealant material
2848	גרדי#2	[@V09] 1) to split open (?)
2849	ארקה	[@N] 1) wrought metal
2850	דדינון	[@N] 1) wick made of pine wood
2851	פסיק#3	[@N] 2) fraction, part
2852	קוד	[@N] 1) bowl
2853	קוה	[@V01] 1) to become sour [@V02] 1) to make sour
2854	קוי	[@A] 1) weaver 2) a forbidden bird (weaver bird?)
